Julian Date [days],Satellite ECI X-Position [km],Satellite ECI Y-Position [km],Satellite ECI Z-Position [km],Ground Station ECI X-Position [km],Ground Station ECI Y-Position [km],Ground Station ECI Z-Position [km],SEZ-South Distance [km],SEZ-East Distance [km],SEZ-Zenith Distance [km],Slant Range [km],Azimuth [deg],Elevation [deg]
2460847.1689814813,-2036.2420654297,4245.5034179688,-4948.4116210938,-3875.9650878906,1416.6907958984,4847.2338867188,5747.4119092025,-3288.4657845775,-7968.3549747659,10360.5710206656,209.7766630282,-50.2734826920
2460847.1690972224,-1999.5307617188,4202.6049804688,-4999.7905273438,-3876.9973144531,1413.8640136719,4847.2338867188,5741.1990502940,-3263.1979852130,-8040.8966553411,10405.0875367615,209.6131490406,-50.6046517889
2460847.1692129630,-1962.5700683594,4159.1821289062,-5050.5434570312,-3878.0270996094,1411.0364990234,4847.2338867188,5734.2958561239,-3237.4488058840,-8113.2023258912,10449.2715400226,209.4480526644,-50.9355093394
2460847.1693287035,-1925.3643798828,4115.2402343750,-5100.6645507812,-3879.0551757812,1408.2082519531,4847.2338867188,5726.7034334337,-3211.2216429288,-8185.2633768336,10493.1221856342,209.2813210521,-51.2660560502
2460847.1694444446,-1887.9184570312,4070.7844238281,-5150.1474609375,-3880.0810546875,1405.3791503906,4847.2338867188,5718.4231354406,-3184.5184507042,-8257.0697112080,10536.6370884911,209.1128878100,-51.5962897168
2460847.1695601852,-1850.2370605469,4025.8212890625,-5198.9858398438,-3881.1047363281,1402.5494384766,4847.2338867188,5709.4576855723,-3157.3429857239,-8328.6126312004,10579.8161682248,208.9426928198,-51.9262041796
2460847.1696759257,-1812.3248291016,3980.3557128906,-5247.1743164062,-3882.1264648438,1399.7188720703,4847.2338867188,5699.8076587106,-3129.6973455344,-8399.8826980608,10622.6570198855,208.7706707383,-52.2558022850
2460847.1697916668,-1774.1865234375,3934.3935546875,-5294.7055664062,-3883.1462402344,1396.8875732422,4847.2338867188,5689.4746800707,-3101.5849635730,-8470.8695848101,10665.1574270748,208.5967602030,-52.5850774388
2460847.1699074074,-1735.8269042969,3887.9406738281,-5341.5751953125,-3884.1638183594,1394.0556640625,4847.2338867188,5678.4611085790,-3073.0087802774,-8541.5649018798,10707.3168673730,208.4208911119,-52.9140278189
2460847.1700231479,-1697.2508544922,3841.0029296875,-5387.7763671875,-3885.1791992188,1391.2229003906,4847.2338867188,5666.7690580604,-3043.9718113246,-8611.9591880330,10749.1337791413,208.2429930418,-53.2426488892
2460847.1701388890,-1658.4631347656,3793.5861816406,-5433.3041992188,-3886.1926269531,1388.3894042969,4847.2338867188,5654.4005634123,-3014.4774214595,-8682.0443277209,10790.6076550173,208.0629966116,-53.5709400530
2460847.1702546296,-1619.4686279297,3745.6965332031,-5478.1523437500,-3887.2041015625,1385.5551757812,4847.2338867188,5641.3573509250,-2984.5288251781,-8751.8099084888,10831.7358601232,207.8808304518,-53.8988949371
2460847.1703703701,-1580.2720947266,3697.3395996094,-5522.3154296875,-3888.2133789062,1382.7202148438,4847.2338867188,5627.6402910466,-2954.1291151332,-8821.2462416371,10872.5157774033,207.6964235681,-54.2265131285
2460847.1704861112,-1540.8786621094,3648.5219726562,-5565.7880859375,-3889.2207031250,1379.8845214844,4847.2338867188,5613.2538969447,-2923.2819143529,-8890.3456737164,10912.9483944769,207.5096915883,-54.5537857005
2460847.1706018518,-1501.2932128906,3599.2492675781,-5608.5649414062,-3890.2258300781,1377.0480957031,4847.2338867188,5598.1998491198,-2891.9902869143,-8959.0991099370,10953.0318283097,207.3205551433,-54.8807110233
2460847.1707175928,-1461.5205078125,3549.5280761719,-5650.6406250000,-3891.2290039062,1374.2109375000,4847.2338867188,5582.4800426276,-2860.2582201248,-9027.4972740670,10992.7643268386,207.1289388457,-55.2072843399
2460847.1708333334,-1421.5656738281,3499.3645019531,-5692.0102539062,-3892.2299804688,1371.3730468750,4847.2338867188,5566.0967923716,-2828.0890354994,-9095.5305348248,11032.1437991304,206.9347575496,-55.5334996250
2460847.1709490740,-1381.4337158203,3448.7648925781,-5732.6684570312,-3893.2290039062,1368.5344238281,4847.2338867188,5549.0531811828,-2795.4865362321,-9163.1911694035,11071.1701544545,206.7379240673,-55.8593526127
2460847.1710648150,-1341.1295166016,3397.7353515625,-5772.6103515625,-3894.2260742188,1365.6950683594,4847.2338867188,5531.3513119551,-2762.4541530022,-9230.4697258102,11109.8412069123,206.5383493445,-56.1848383516
2460847.1711805556,-1300.6583251953,3346.2824707031,-5811.8305664062,-3895.2209472656,1362.8549804688,4847.2338867188,5512.9950341132,-2728.9956524487,-9297.3578329575,11148.1565378002,206.3359368176,-56.5099476586
2460847.1712962962,-1260.0250244141,3294.4125976562,-5850.3247070312,-3896.2136230469,1360.0141601562,4847.2338867188,5493.9859666951,-2695.1149810567,-9363.8464480318,11186.1140198765,206.1305975144,-56.8346775682
2460847.1714120372,-1219.2347412109,3242.1323242188,-5888.0878906250,-3897.2043457031,1357.1726074219,4847.2338867188,5474.3273941790,-2660.8161740018,-9429.9276777008,11223.7132508433,205.9222330512,-57.1590217226
2460847.1715277778,-1178.2926025391,3189.4479980469,-5925.1157226562,-3898.1928710938,1354.3304443359,4847.2338867188,5454.0219607982,-2626.1026376147,-9495.5916121801,11260.9515884521,205.7107389142,-57.4829716965
2460847.1716435184,-1137.2037353516,3136.3666992188,-5961.4028320312,-3899.1794433594,1351.4874267578,4847.2338867188,5433.0731159304,-2590.9791428855,-9560.8302186877,11297.8285910385,205.4960152649,-57.8065185419
2460847.1717592594,-1095.9731445312,3082.8945312500,-5996.9458007812,-3900.1640625000,1348.6437988281,4847.2338867188,5411.4835801349,-2555.4492568796,-9625.6360807770,11334.3436246706,205.2779512650,-58.1296598248
2460847.1718750000,-1054.6060791016,3029.0383300781,-6031.7397460938,-3901.1464843750,1345.7993164062,4847.2338867188,5389.2568134365,-2519.5172599135,-9689.9998777200,11370.4948816833,205.0564351981,-58.4523836130
2460847.1719907406,-1013.1076660156,2974.8049316406,-6065.7802734375,-3902.1267089844,1342.9542236328,4847.2338867188,5366.3957745870,-2483.1871355108,-9753.9127126975,11406.2805141024,204.8313507081,-58.7746815158
2460847.1721064816,-971.4830932617,2920.2011718750,-6099.0629882812,-3903.1049804688,1340.1083984375,4847.2338867188,5342.9042362780,-2446.4634728862,-9817.3675584541,11441.7007031294,204.6025791251,-59.0965455618
2460847.1722222222,-929.7376098633,2865.2338867188,-6131.5844726562,-3904.0810546875,1337.2618408203,4847.2338867188,5318.7852146669,-2409.3505486205,-9880.3554696250,11476.7534796233,204.3699976546,-59.4179660522
2460847.1723379628,-887.8763427734,2809.9096679688,-6163.3403320312,-3905.0551757812,1334.4145507812,4847.2338867188,5294.0422696174,-2371.8524110812,-9942.8683199937,11511.4376965339,204.1334745084,-59.7389334737
2460847.1724537038,-845.9045410156,2754.2355957031,-6194.3261718750,-3906.0273437500,1331.5666503906,4847.2338867188,5268.6785126990,-2333.9737129925,-10004.8983624504,11545.7523707240,203.8928801669,-60.0594396690
2460847.1725694444,-803.8273925781,2698.2187500000,-6224.5390625000,-3906.9973144531,1328.7178955078,4847.2338867188,5242.6980329024,-2295.7191024262,-10066.4370233152,11579.6961620681,203.6480760247,-60.3794703093
2460847.1726851850,-761.6502075195,2641.8659667969,-6253.9750976562,-3907.9650878906,1325.8685302734,4847.2338867188,5216.1041833094,-2257.0927721638,-10127.4763512402,11613.2677519388,203.3989168752,-60.6990159946
2460847.1728009260,-719.3782348633,2585.1843261719,-6282.6303710938,-3908.9309082031,1323.0184326172,4847.2338867188,5188.9010875704,-2218.0995137733,-10188.0090221767,11646.4667511458,203.1452542297,-61.0180643949
2460847.1729166666,-677.0167846680,2528.1809082031,-6310.5009765625,-3909.8947753906,1320.1677246094,4847.2338867188,5161.0917290419,-2178.7438541622,-10248.0261184981,11679.2907294516,202.8869357904,-61.3366039447
2460847.1730324072,-634.5709838867,2470.8627929688,-6337.5844726562,-3910.8562011719,1317.3161621094,4847.2338867188,5132.6816771834,-2139.0306669299,-10307.5216513710,11711.7409460269,202.6237959982,-61.6546187685
2460847.1731481482,-592.0462646484,2413.2373046875,-6363.8769531250,-3911.8159179688,1314.4639892578,4847.2338867188,5103.6735554118,-2098.9647717094,-10366.4870075567,11743.8149572841,202.3556740494,-61.9720980882
2460847.1732638888,-549.4478759766,2355.3115234375,-6389.3750000000,-3912.7734375000,1311.6110839844,4847.2338867188,5074.0710039593,-2058.5509941526,-10424.9139928743,11775.5110508026,202.0823983151,-62.2890276834
2460847.1733796299,-506.7810974121,2297.0925292969,-6414.0756835938,-3913.7287597656,1308.7575683594,4847.2338867188,5043.8785582691,-2017.7937631646,-10482.7949350370,11806.8282036824,201.8037825953,-62.6053911133
2460847.1734953704,-464.0512695312,2238.5876464844,-6437.9760742188,-3914.6821289062,1305.9031982422,4847.2338867188,5013.1008327311,-1976.6984527631,-10540.1233739374,11837.7665744053,201.5196420798,-62.9211721990
2460847.1736111110,-421.2637023926,2179.8044433594,-6461.0732421875,-3915.6333007812,1303.0482177734,4847.2338867188,4981.7414494887,-1935.2700472142,-10596.8911306917,11868.3242145186,201.2297842555,-63.2363549131
2460847.1737268521,-378.4237670898,2120.7500000000,-6483.3642578125,-3916.5825195312,1300.1926269531,4847.2338867188,4949.8052221083,-1893.5133208648,-10653.0915767560,11898.5009381793,200.9340015934,-63.5509215410
2460847.1738425926,-335.5367126465,2061.4316406250,-6504.8466796875,-3917.5295410156,1297.3361816406,4847.2338867188,4917.2962757208,-1851.4336376869,-10708.7173868301,11928.2956556657,200.6320865014,-63.8648539559
2460847.1739583332,-292.6079406738,2001.8566894531,-6525.5170898438,-3918.4746093750,1294.4792480469,4847.2338867188,4884.2189182324,-1809.0356240106,-10763.7610810468,11957.7070101260,200.3238140995,-64.1781333647
2460847.1740740743,-249.6427917480,1942.0328369141,-6545.3735351562,-3919.4174804688,1291.6214599609,4847.2338867188,4850.5775328954,-1766.3250480574,-10818.2151158219,11986.7337031495,200.0089613602,-64.4907380427
2460847.1741898148,-206.6465759277,1881.9675292969,-6564.4140625000,-3920.3581542969,1288.7630615234,4847.2338867188,4816.3773821875,-1723.3069943015,-10872.0737619251,12015.3762308550,199.6872849789,-64.8026466146
2460847.1743055554,-163.6246643066,1821.6679687500,-6582.6352539062,-3921.2968750000,1285.9039306641,4847.2338867188,4781.6215660237,-1679.9865041047,-10925.3280031607,12043.6311563948,199.3585387994,-65.1138388840
2460847.1744212965,-120.5824050903,1761.1419677734,-6600.0351562500,-3922.2336425781,1283.0440673828,4847.2338867188,4746.3159106271,-1636.3693329211,-10977.9729125012,12071.4998481881,199.0224629267,-65.4242898752
2460847.1745370370,-77.5251541138,1700.3968505859,-6616.6123046875,-3923.1682128906,1280.1835937500,4847.2338867188,4710.4641050672,-1592.4604804631,-11030.0002544657,12098.9796297240,198.6787858678,-65.7339766854
2460847.1746527776,-34.4582672119,1639.4401855469,-6632.3642578125,-3924.1005859375,1277.3225097656,4847.2338867188,4674.0724249197,-1548.2652873759,-11081.4047220255,12126.0714597440,198.3272179608,-66.0428700003
2460847.1747685187,8.6128978729,1578.2797851562,-6647.2885742188,-3925.0310058594,1274.4605712891,4847.2338867188,4637.1450028970,-1503.7897319418,-11132.1789834688,12152.7736034113,197.9674718240,-66.3509432073
2460847.1748842592,51.6829872131,1516.9229736328,-6661.3842773438,-3925.9594726562,1271.5981445312,4847.2338867188,4599.6861632503,-1459.0388766207,-11182.3168240481,12179.0852200515,197.5992358082,-66.6581710522
2460847.1749999998,94.7466430664,1455.3776855469,-6674.6494140625,-3926.8857421875,1268.7349853516,4847.2338867188,4561.7015595370,-1414.0184838585,-11231.8109048695,12205.0049403399,197.2221871596,-66.9645183990
2460847.1751157409,137.7985229492,1393.6513671875,-6687.0820312500,-3927.8098144531,1265.8710937500,4847.2338867188,4523.1966804219,-1368.7341681364,-11280.6565843664,12230.5336926568,196.8359874349,-67.2699544842
2460847.1752314814,180.8332519531,1331.7517089844,-6698.6806640625,-3928.7316894531,1263.0064697266,4847.2338867188,4484.1748027875,-1323.1914565025,-11328.8446966880,12255.6673198236,196.4402894207,-67.5744479814
2460847.1753472220,223.8454895020,1269.6864013672,-6709.4443359375,-3929.6518554688,1260.1413574219,4847.2338867188,4444.6424739645,-1277.3960812564,-11376.3722628757,12280.4085165481,196.0347204876,-67.8779632890
2460847.1754629631,266.8298950195,1207.4633789062,-6719.3710937500,-3930.5695800781,1257.2753906250,4847.2338867188,4404.6056809006,-1231.3538635120,-11423.2316620995,12304.7553875484,195.6188941716,-68.1804568281
2460847.1755787036,309.7811279297,1145.0900878906,-6728.4599609375,-3931.4853515625,1254.4088134766,4847.2338867188,4364.0667586140,-1185.0705303946,-11469.4158039511,12328.7051112261,195.1924172977,-68.4818995019
2460847.1756944442,352.6938171387,1082.5744628906,-6736.7099609375,-3932.3991699219,1251.5416259766,4847.2338867188,4323.0337505291,-1138.5517494097,-11514.9204442792,12352.2594585920,194.7548578661,-68.7822413656
2460847.1758101853,395.5626831055,1019.9243164062,-6744.1206054688,-3933.3105468750,1248.6738281250,4847.2338867188,4281.5117018514,-1091.8035394718,-11559.7400375932,12375.4178579403,194.3057787154,-69.0814400474
2460847.1759259258,438.3823547363,957.1472778320,-6750.6899414062,-3934.2202148438,1245.8051757812,4847.2338867188,4239.5044047755,-1044.8320354567,-11603.8675401448,12398.1778286026,193.8447275069,-69.3794535668
2460847.1760416669,481.1475219727,894.2512817383,-6756.4174804688,-3935.1276855469,1242.9360351562,4847.2338867188,4197.0181608470,-997.6427589225,-11647.2976229436,12420.5392167304,193.3712143979,-69.6762304967
2460847.1761574075,523.8528442383,831.2441406250,-6761.3027343750,-3936.0329589844,1240.0661621094,4847.2338867188,4154.0593807807,-950.2417705499,-11690.0248646786,12442.5017620394,192.8847335810,-69.9717155279
2460847.1762731480,566.4930419922,768.1336059570,-6765.3452148438,-3936.9360351562,1237.1955566406,4847.2338867188,4110.6320569741,-902.6352652689,-11732.0433312391,12464.0638258957,192.3847647757,-70.2658598061
2460847.1763888891,609.0628662109,704.9276123047,-6768.5444335938,-3937.8371582031,1234.3244628906,4847.2338867188,4066.7431137292,-854.8289604100,-11773.3484459336,12485.2258983963,191.8707478660,-70.5586016900
2460847.1765046297,651.5569458008,641.6339721680,-6770.8999023438,-3938.7363281250,1231.4526367188,4847.2338867188,4022.3972233312,-806.8294228359,-11813.9349786367,12505.9870789663,191.3421149407,-70.8498840179
2460847.1766203702,693.9699707031,578.2605590820,-6772.4111328125,-3939.6333007812,1228.5800781250,4847.2338867188,3977.6004198419,-758.6424436021,-11853.7965476174,12526.3456781884,190.7982568417,-71.1396394614
2460847.1767361113,736.2968139648,514.8153076172,-6773.0781250000,-3940.5280761719,1225.7069091797,4847.2338867188,3932.3598909491,-710.2740697701,-11892.9296323906,12546.3029935964,190.2385369476,-71.4277961612
2460847.1768518519,778.5320434570,451.3060302734,-6772.9003906250,-3941.4208984375,1222.8331298828,4847.2338867188,3886.6785947343,-661.7308455839,-11931.3278945871,12565.8562596791,189.6623075299,-71.7142918293
2460847.1769675924,820.6705322266,387.7406311035,-6771.8789062500,-3942.3115234375,1219.9586181641,4847.2338867188,3840.5648013562,-613.0186013381,-11968.9868983151,12585.0060457293,189.0688670280,-71.9990407821
2460847.1770833335,862.7070312500,324.1270446777,-6770.0126953125,-3943.1999511719,1217.0836181641,4847.2338867188,3794.0220675493,-564.1438820140,-12005.9010778884,12603.7503331630,188.4575043953,-72.2819709227
2460847.1771990741,904.6362304688,260.4731750488,-6767.3032226562,-3944.0864257812,1214.2077636719,4847.2338867188,3747.0595596964,-515.1128081144,-12042.0677973940,12622.0914822397,187.8274575138,-72.5629858343
2460847.1773148146,946.4530029297,196.7869110107,-6763.7495117188,-3944.9709472656,1211.3314208984,4847.2338867188,3699.6805187263,-465.9317642621,-12077.4804792693,12640.0262292735,187.1779481736,-72.8420038540
2460847.1774305557,988.1520996094,133.0761871338,-6759.3530273438,-3945.8530273438,1208.4543457031,4847.2338867188,3651.8924491098,-416.6069580671,-12112.1353351370,12657.5551428406,186.5081524408,-73.1189236925
2460847.1775462963,1029.7283935547,69.3489074707,-6754.1137695312,-3946.7333984375,1205.5766601562,4847.2338867188,3603.7001300162,-367.1451185559,-12146.0283234256,12674.6776763204,185.8172250858,-73.3936494825
2460847.1776620368,1071.1766357422,5.6130175591,-6748.0327148438,-3947.6113281250,1202.6983642578,4847.2338867188,3555.1111207091,-317.5522116258,-12179.1543304794,12691.3929374727,185.1042690103,-73.6660663784
2460847.1777777779,1112.4916992188,-58.1235771179,-6741.1098632812,-3948.4873046875,1199.8194580078,4847.2338867188,3506.1305130615,-267.8347632284,-12211.5090502845,12707.7000247958,184.3683643393,-73.9360646075
2460847.1778935185,1153.6685791016,-121.8529510498,-6733.3471679688,-3949.3613281250,1196.9398193359,4847.2338867188,3456.7650587554,-217.9994561264,-12243.0893310699,12723.5995222603,183.6085557449,-74.2035219002
2460847.1780092590,1194.7019042969,-185.5671691895,-6724.7451171875,-3950.2329101562,1194.0595703125,4847.2338867188,3407.0208917134,-168.0524319784,-12273.8899855979,12739.0897773360,182.8238446257,-74.4683091446
2460847.1781250001,1235.5867919922,-249.2583312988,-6715.3046875000,-3951.1027832031,1191.1787109375,4847.2338867188,3356.9046238355,-118.0005355447,-12303.9092592480,12754.1724874539,182.0132088358,-74.7302915809
2460847.1782407407,1276.3181152344,-312.9185180664,-6705.0268554688,-3951.9702148438,1188.2972412109,4847.2338867188,3306.4214585461,-67.8498566412,-12333.1401937876,12768.8438593398,181.1755805908,-74.9893264926
2460847.1783564813,1316.8906250000,-376.5397949219,-6693.9130859375,-3952.8356933594,1185.4150390625,4847.2338867188,3255.5780596583,-17.6076314949,-12361.5809906950,12783.1053786131,180.3098783432,-75.2452624413
2460847.1784722223,1357.2995605469,-440.1142578125,-6681.9648437500,-3953.6989746094,1182.5323486328,4847.2338867188,3204.3826748237,32.7204045916,-12389.2285120535,12796.9575319865,179.4149650266,-75.4979307214
2460847.1785879629,1397.5396728516,-503.6340332031,-6669.1840820312,-3954.5603027344,1179.6489257812,4847.2338867188,3152.8393903898,83.1270437892,-12416.0780232441,12810.3981127164,178.4897024523,-75.7471695157
2460847.1787037039,1437.6060791016,-567.0911865234,-6655.5712890625,-3955.4194335938,1176.7648925781,4847.2338867188,3100.9555190098,133.6060335593,-12442.1258981026,12823.4267092426,177.5329119606,-75.9927945841
2460847.1788194445,1477.4936523438,-630.4778442383,-6641.1284179688,-3956.2766113281,1173.8802490234,4847.2338867188,3048.7375599862,184.1504770055,-12467.3704772283,12836.0445124000,176.5434080943,-76.2346172265
2460847.1789351851,1517.1976318359,-693.7860717773,-6625.8579101562,-3957.1315917969,1170.9949951172,4847.2338867188,2996.1926042977,234.7538509278,-12491.8070429772,12848.2497909851,175.5199867581,-76.4724322633
2460847.1790509261,1556.7128906250,-757.0081176758,-6609.7612304688,-3957.9843750000,1168.1090087891,4847.2338867188,2943.3264137295,285.4096196433,-12515.4332806985,12860.0427383566,174.4614367295,-76.7060318772
2460847.1791666667,1596.0346679688,-820.1359863281,-6592.8408203125,-3958.8352050781,1165.2225341797,4847.2338867188,2890.1456075101,336.1107523213,-12538.2461506324,12871.4229440371,173.3665600081,-76.9351926882
2460847.1792824073,1635.1579589844,-883.1619262695,-6575.0976562500,-3959.6838378906,1162.3354492188,4847.2338867188,2836.6580326514,386.8509923395,-12560.2428536686,12882.3904236603,172.2341600162,-77.1596744032
2460847.1793981483,1674.0780029297,-946.0780029297,-6556.5351562500,-3960.5302734375,1159.4476318359,4847.2338867188,2782.8688831950,437.6232779868,-12581.4202763350,12892.9441759539,171.0630746051,-77.3792364903
2460847.1795138889,1712.7897949219,-1008.8764648438,-6537.1542968750,-3961.3747558594,1156.5592041016,4847.2338867188,2728.7850395145,488.4208880619,-12601.7751580305,12903.0833481509,169.8521771874,-77.5936190351
2460847.1796296295,1751.2885742188,-1071.5495605469,-6516.9589843750,-3962.2170410156,1153.6702880859,4847.2338867188,2674.4137854178,539.2374454060,-12621.3064548682,12912.8092507346,168.6003904491,-77.8025503837
2460847.1797453705,1789.5695800781,-1134.0892333984,-6495.9506835938,-3963.0573730469,1150.7806396484,4847.2338867188,2619.7614238706,590.0658898116,-12640.0101155985,12922.1199264963,167.3067197325,-78.0057490006
2460847.1798611111,1827.6280517578,-1196.4880371094,-6474.1323242188,-3963.8952636719,1147.8905029297,4847.2338867188,2564.8352588799,640.8995171950,-12657.8850792529,12931.0164633685,165.9702596703,-78.2029202372
2460847.1799768517,1865.4592285156,-1258.7379150391,-6451.5063476562,-3964.7314453125,1144.9996337891,4847.2338867188,2509.6417327961,691.7315599954,-12674.9284556507,12939.4978856967,164.5902167018,-78.3937605097
2460847.1800925927,1903.0583496094,-1320.8312988281,-6428.0756835938,-3965.5651855469,1142.1081542969,4847.2338867188,2454.1875463585,742.5550962949,-12691.1384150436,12947.5642054222,163.1659399136,-78.5779560574
2460847.1802083333,1940.4208984375,-1382.7604980469,-6403.8432617188,-3966.3969726562,1139.2161865234,4847.2338867188,2398.4796876057,793.3634996957,-12706.5128847240,12955.2151716660,161.6969384057,-78.7551820673
2460847.1803240739,1977.5419921875,-1444.5175781250,-6378.8125000000,-3967.2268066406,1136.3234863281,4847.2338867188,2342.5258173460,844.1499448399,-12721.0505019892,12962.4512422792,160.1829233095,-78.9251037650
2460847.1804398149,2014.4171142578,-1506.0949707031,-6352.9853515625,-3968.0541992188,1133.4302978516,4847.2338867188,2286.3306503187,894.9076878796,-12734.7472797539,12969.2696745658,158.6238021726,-79.0873895203
2460847.1805555555,2051.0417480469,-1567.4851074219,-6326.3662109375,-3968.8796386719,1130.5363769531,4847.2338867188,2229.9033973650,945.6294403580,-12747.6043813336,12975.6734570136,157.0197800242,-79.2416899030
2460847.1806712961,2087.4111328125,-1628.6802978516,-6298.9575195312,-3969.7031250000,1127.6419677734,4847.2338867188,2173.2502617157,996.3090248430,-12759.6191187631,12981.6612353326,155.3712938888,-79.3876601623
2460847.1807870371,2123.5207519531,-1689.6727294922,-6270.7631835938,-3970.5244140625,1124.7469482422,4847.2338867188,2116.3782679036,1046.9393058510,-12770.7893884730,12987.2322104337,153.6791158310,-79.5249542472
2460847.1809027777,2159.3662109375,-1750.4550781250,-6241.7866210938,-3971.3435058594,1121.8513183594,4847.2338867188,2059.2938206129,1097.5133765061,-12781.1148900198,12992.3871741535,151.9443393623,-79.6532324301
2460847.1810185187,2194.9431152344,-1811.0195312500,-6212.0307617188,-3972.1604003906,1118.9549560547,4847.2338867188,2002.0045843240,1148.0245846512,-12790.5929786534,12997.1247415802,150.1684220023,-79.7721536635
2460847.1811342593,2230.2468261719,-1871.3587646484,-6181.5000000000,-3972.9753417969,1116.0582275391,4847.2338867188,1944.5175652790,1198.4659872675,-12799.2241241561,13001.4463604899,148.3531946246,-79.8813919359
2460847.1812499999,2265.2729492188,-1931.4650878906,-6150.1982421875,-3973.7880859375,1113.1607666016,4847.2338867188,1886.8389982890,1248.8308453118,-12807.0056118563,13005.3501539860,146.5008582252,-79.9806341600
2460847.1813657410,2300.0173339844,-1991.3310546875,-6118.1284179688,-3974.5988769531,1110.2626953125,4847.2338867188,1828.9769587978,1299.1119031617,-12813.9382862924,13008.8378749856,144.6140390390,-80.0695813878
2460847.1814814815,2334.4753417969,-2050.9492187500,-6085.2954101562,-3975.4074707031,1107.3641357422,4847.2338867188,1770.9381248074,1349.3030308992,-12820.0203369441,13011.9084668910,142.6957069914,-80.1479558245
2460847.1815972221,2368.6428222656,-2110.3120117188,-6051.7031250000,-3976.2138671875,1104.4648437500,4847.2338867188,1712.7303714898,1399.3965981250,-12825.2514987707,13014.5623119253,140.7492539425,-80.2155052001
2460847.1817129632,2402.5156250000,-2169.4123535156,-6017.3549804688,-3977.0180664062,1101.5650634766,4847.2338867188,1654.3585498954,1449.3865781999,-12829.6302272971,13016.7982020869,138.7783386965,-80.2720107083
2460847.1818287037,2436.0893554688,-2228.2426757812,-5982.2558593750,-3977.8203125000,1098.6646728516,4847.2338867188,1595.8321170756,1499.2653760923,-12833.1574776281,13018.6177322879,136.7870430467,-80.3172762354
2460847.1819444443,2469.3596191406,-2286.7954101562,-5946.4101562500,-3978.6203613281,1095.7637939453,4847.2338867188,1537.1573449379,1549.0267212137,-12835.8317826626,13020.0197403437,134.7796431456,-80.3511459398
2460847.1820601854,2502.3227539062,-2345.0637207031,-5909.8217773438,-3979.4184570312,1092.8621826172,4847.2338867188,1478.3405030884,1598.6635969168,-12837.6529561875,13021.0041610733,132.7606481733,-80.3735045159
2460847.1821759259,2534.9743652344,-2403.0397949219,-5872.4960937500,-3980.2143554688,1089.9600830078,4847.2338867188,1419.3908063932,1648.1692958149,-12838.6221581149,13021.5725320631,130.7347796988,-80.3842678465
2460847.1822916665,2567.3100585938,-2460.7170410156,-5834.4365234375,-3981.0080566406,1087.0573730469,4847.2338867188,1360.3126038612,1697.5367685838,-12838.7369895865,13021.7221959575,128.7067670025,-80.3834057467
2460847.1824074076,2599.3264160156,-2518.0876464844,-5795.6489257812,-3981.7998046875,1084.1540527344,4847.2338867188,1301.1163541722,1746.7593365916,-12838.0001165493,13021.4560990537,126.6814834828,-80.3709153444
2460847.1825231481,2631.0190429688,-2575.1447753906,-5756.1376953125,-3982.5891113281,1081.2502441406,4847.2338867188,1241.8065394301,1795.8301978391,-12836.4103065330,13020.7726014438,124.6636414537,-80.3468495315
2460847.1826388887,2662.3837890625,-2631.8813476562,-5715.9072265625,-3983.3767089844,1078.3458251953,4847.2338867188,1182.3916985818,1844.7426404717,-12833.9680121085,13019.6720570940,122.6579268386,-80.3112923362
2460847.1827546298,2693.4172363281,-2688.2900390625,-5674.9628906250,-3984.1618652344,1075.4407958984,4847.2338867188,1122.8795400142,1893.4901513675,-12830.6743882213,13018.1553482537,120.6688336470,-80.2643695805
2460847.1828703703,2724.1149902344,-2744.3637695312,-5633.3100585938,-3984.9450683594,1072.5351562500,4847.2338867188,1063.2756880318,1942.0650667029,-12826.5285154249,13016.2208674052,118.7005929167,-80.2062517785
2460847.1829861109,2754.4736328125,-2800.0959472656,-5590.9536132812,-3985.7260742188,1069.6290283203,4847.2338867188,1003.5882594794,1990.4617858356,-12821.5324821885,13013.8703968977,116.7571823439,-80.1371328185
2460847.1831018520,2784.4890136719,-2855.4792480469,-5547.8984375000,-3986.5051269531,1066.7222900391,4847.2338867188,943.8244845414,2038.6728071347,-12815.6865689144,13011.1034776004,114.8422613796,-80.0572458330
2460847.1832175925,2814.1577148438,-2910.5065917969,-5504.1503906250,-3987.2817382812,1063.8150634766,4847.2338867188,883.9913719495,2086.6914899687,-12808.9912432798,13007.9198487078,112.9591187171,-79.9668489789
2460847.1833333331,2843.4755859375,-2965.1716308594,-5459.7143554688,-3988.0566406250,1060.9072265625,4847.2338867188,824.0955221328,2134.5113549459,-12801.4473182481,13004.3194976082,111.1106563738,-79.8662244728
2460847.1834490742,2872.4392089844,-3019.4670410156,-5414.5961914062,-3988.8291015625,1057.9987792969,4847.2338867188,764.1452397604,2182.1255625535,-12793.0567234525,13000.3034675223,109.2994324900,-79.7556741076
2460847.1835648147,2901.0451660156,-3073.3864746094,-5368.8017578125,-3989.5996093750,1055.0897216797,4847.2338867188,704.1474443135,2229.5276623401,-12783.8200020457,12995.8713084263,107.5275798276,-79.6355155259
2460847.1836805558,2929.2893066406,-3126.9226074219,-5322.3364257812,-3990.3679199219,1052.1801757812,4847.2338867188,644.1096969417,2276.7105576747,-12773.7397124287,12991.0243824726,105.7968671598,-79.5060820380
